SITE_ID,COUNTRY,IGBP,LOCATION_LAT,LOCATION_LONG,MAP,URL_FLUXNET,UTC_OFFSET,isduplicated,FLUX_MEASUREMENTS_DATE_END,FLUX_MEASUREMENTS_DATE_START,FLUX_MEASUREMENTS_METHOD,FLUX_MEASUREMENTS_VARIABLE,LOCATION_DATE_START,LOCATION_ELEV,MAT,TERRAIN,WIND_DIRECTION,ACKNOWLEDGEMENT,ASPECT,DOM_DIST_MGMT,FLUX_MEASUREMENTS_OPERATIONS,REFERENCE_COMMENT,REFERENCE_DOI,REFERENCE_PAPER,REFERENCE_USAGE,RESEARCH_TOPIC,SHIPPING_ADDRESS,SITE_DESC,SITE_FUNDING,SITE_SNOW_COVER_DAYS,SURFACE_HOMOGENEITY,TOWER_POWER,TOWER_TYPE,URL,ACKNOWLEDGEMENT_COMMENT,DM_COMMENT,DM_DATE,DM_FORESTRY,FLUX_MEASUREMENTS_COMMENT,IGBP_COMMENT,LAND_OWNER,LAND_OWNERSHIP,STATE,DM_FIRE,LOCATION_COMMENT,DM_INS_PATH,UTC_OFFSET_DATE_START,UTC_OFFSET_COMMENT,IGBP_DATE_START,DM_GENERAL,DM_DATE_UNC,DM_ENCROACH,DM_EXT_WEATHER,DM_WATER,DM_DATE_END,DM_DATE_START,DM_SURF,DM_SURF_MEAS_UNC,DM_GRAZE,V1
CA-NS4,Canada,ENF,55.9117,-98.3822,502,http://sites.fluxdata.org/CA-NS4/,-6,NA,2004,2002,Eddy Covariance,CO2,NA,260,-2.87,NA,NA,NA,NA,NA,Continuous operation,NA,NA,NA,NA,The research objectives and goals are as follows (in no particular order): 1) Determine how rapidly midday net CO2 exchange recovers following catastrophic fire and how the phenology and seasonality of landatmosphere exchange vary with stand age; 2) Estimate the relative contributions of O horizon decomposition vs. plant sources by comparing the soil respiration in heterotrophic (decomposing organic horizons) and autotrophic (root and moss) components; 3) Comparison of photosynthesis sensitivity and ecosystem respiration as a function of interannual weather variability to estimate the combined effect on annual carbon exchange and successional dynamics; 4) Examine the components of NPP and their relation to stand structural characteristics; 5) Quantify temporal NPP and NEP changes over a variety of time scales.,NA,"The UCI-1964 wet site is located in a continental boreal forest, dominated by black spruce trees, within the BOREAS northern study area in central Manitoba, Canada. The site is a member of a chronological series of sites that are representative secondary succession growth stages after large stand replacement fires. Black spruce trees undergo a slow growth process enabling the accurate determination of the chronosequence of stand age disturbance. Additionally, boreal forests make up approximately 25% of forest ecosystems on earth. With both of these in mind, the UCI sites provide an excellent location to study the CO2 exchange between the atmosphere and boreal forest ecosystems as a function of sequential wildfires.",DOE/TCP,NA,NA,NA,NA,http://www.ess.uci.edu/~boreal_canada/index.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luyssaert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-NS5,Canada,ENF,55.8631,-98.4850,500,http://sites.fluxdata.org/CA-NS5/,-6,NA,2005,2001,Eddy Covariance,CO2,NA,260,-2.86,NA,NA,NA,NA,NA,Continuous operation,NA,NA,"A. I. Hirsch; S. E. Trumbore; M. L. Goulden. 2004. The surface CO2 gradient and pore-space storage flux in a high-porosity litter layerTellus Series B-Chemical and Physical Meteorology. 56:4, 312-321.",Reference,The research objectives and goals are as follows (in no particular order): 1) Determine how rapidly midday net CO2 exchange recovers following catastrophic fire and how the phenology and seasonality of landatmosphere exchange vary with stand age; 2) Estimate the relative contributions of O horizon decomposition vs. plant sources by comparing the soil respiration in heterotrophic (decomposing organic horizons) and autotrophic (root and moss) components; 3) Comparison of photosynthesis sensitivity and ecosystem respiration as a function of interannual weather variability to estimate the combined effect on annual carbon exchange and successional dynamics; 4) Examine the components of NPP and their relation to stand structural characteristics; 5) Quantify temporal NPP and NEP changes over a variety of time scales.,NA,"The UCI-1981 site is located in a continental boreal forest, dominated by black spruce trees, within the BOREAS northern study area in central Manitoba, Canada. The site is a member of a chronological series of sites that are representative secondary succession growth stages after large stand replacement fires. Black spruce trees undergo a slow growth process enabling the accurate determination of the chronosequence of stand age disturbance. Additionally, boreal forests make up approximately 25% of forest ecosystems on earth. With both of these in mind, the UCI sites provide an excellent location to study the CO2 exchange between the atmosphere and boreal forest ecosystems as a function of sequential wildfires.",DOE/TCP,NA,NA,NA,NA,http://www.ess.uci.edu/~boreal_canada/B1981_Page.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Luyssaert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-NS6,Canada,OSH,55.9167,-98.9644,495,http://sites.fluxdata.org/CA-NS6/,-6,NA,2005,2001,Eddy Covariance,CO2,NA,244,-3.08,NA,NA,NA,NA,NA,Continuous operation,NA,NA,"A. I. Hirsch; S. E. Trumbore; M. L. Goulden. 2004. The surface CO2 gradient and pore-space storage flux in a high-porosity litter layerTellus Series B-Chemical and Physical Meteorology. 56:4, 312-321.",Reference,The research objectives and goals are as follows (in no particular order): 1) Determine how rapidly midday net CO2 exchange recovers following catastrophic fire and how the phenology and seasonality of landatmosphere exchange vary with stand age; 2) Estimate the relative contributions of O horizon decomposition vs. plant sources by comparing the soil respiration in heterotrophic (decomposing organic horizons) and autotrophic (root and moss) components; 3) Comparison of photosynthesis sensitivity and ecosystem respiration as a function of interannual weather variability to estimate the combined effect on annual carbon exchange and successional dynamics; 4) Examine the components of NPP and their relation to stand structural characteristics; 5) Quantify temporal NPP and NEP changes over a variety of time scales.,NA,"The UCI-1989 site is located in a continental boreal forest, dominated by black spruce trees, within the BOREAS northern study area in central Manitoba, Canada. The site is a member of a chronological series of sites that are representative secondary succession growth stages after large stand replacement fires. Black spruce trees undergo a slow growth process enabling the accurate determination of the chronosequence of stand age disturbance. Additionally, boreal forests make up approximately 25% of forest ecosystems on earth. With both of these in mind, the UCI sites provide an excellent location to study the CO2 exchange between the atmosphere and boreal forest ecosystems as a function of sequential wildfires.",DOE/TCP,NA,NA,NA,NA,http://www.ess.uci.edu/~boreal_canada/B1989_Page.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-NS7,Canada,OSH,56.6358,-99.9483,483,http://sites.fluxdata.org/CA-NS7/,-6,NA,2005,2002,Eddy Covariance,CO2,NA,297,-3.52,NA,NA,NA,NA,NA,Continuous operation,NA,NA,"A. I. Hirsch; S. E. Trumbore; M. L. Goulden. 2004. The surface CO2 gradient and pore-space storage flux in a high-porosity litter layerTellus Series B-Chemical and Physical Meteorology. 56:4, 312-321.",Reference,The research objectives and goals are as follows (in no particular order): 1) Determine how rapidly midday net CO2 exchange recovers following catastrophic fire and how the phenology and seasonality of landatmosphere exchange vary with stand age; 2) Estimate the relative contributions of O horizon decomposition vs. plant sources by comparing the soil respiration in heterotrophic (decomposing organic horizons) and autotrophic (root and moss) components; 3) Comparison of photosynthesis sensitivity and ecosystem respiration as a function of interannual weather variability to estimate the combined effect on annual carbon exchange and successional dynamics; 4) Examine the components of NPP and their relation to stand structural characteristics; 5) Quantify temporal NPP and NEP changes over a variety of time scales.,NA,"The UCI-1998 site is located in a continental boreal forest, dominated by black spruce trees, within the BOREAS northern study area in central Manitoba, Canada. The site is a member of a chronological series of sites that are representative secondary succession growth stages after large stand replacement fires. Black spruce trees undergo a slow growth process enabling the accurate determination of the chronosequence of stand age disturbance. Additionally, boreal forests make up approximately 25% of forest ecosystems on earth. With both of these in mind, the UCI sites provide an excellent location to study the CO2 exchange between the atmosphere and boreal forest ecosystems as a function of sequential wildfires.",DOE/TCP,NA,NA,NA,NA,http://www.ess.uci.edu/~boreal_canada/B1998_Page.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-Oas,Canada,DBF,53.6289,-106.1978,429,http://sites.fluxdata.org/CA-Oas/,-6,NA,NA,1997,Eddy Covariance,CO2,NA,530,0.34,NA,NA,NA,NA,Drought,Continuous operation,NA,NA,"A. G. Barr; T. J. Griffis; T. A. Black; X. Lee; R. M. Staebler; J. D. Fuentes; Z. Chen; K. Morgenstern. 2002. Comparing the carbon budgets of boreal and temperate deciduous forest standsCanadian Journal of Forest Research-Revue Canadienne De Recherche Forestiere. 32:5, 813-822.",Reference,NA,NA,"53.62889<a1> N, 106.19779<a1> W, elabation of 600.63 m,BOREAS 1994, 1996, BERMS climate and flux measurements began Dec. 1996",NA,NA,NA,Direct power,walk-up,http://berms.ccrp.ec.gc.ca/Sites/e-sites-oa.htm,NA,natural regeneration,1919,NA,NA,"mature even-aged aspen with a few balsam poplar, thick hazel understory",NA,private,NA,Nature induced burn,Luyssaert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-Obs,Canada,ENF,53.9872,-105.1178,406,http://sites.fluxdata.org/CA-Obs/,-6,NA,NA,1999,Eddy Covariance,CO2,NA,628.94,0.79,NA,NA,NA,NA,Drought,Continuous operation,NA,NA,"B. Bond-Lamberty; C. K. Wang; S. T. Gower. 2004. A global relationship between the heterotrophic and autotrophic components of soil respiration?Global Change Biology. 10:10, 1756-1766.",Reference,NA,NA,"53.98717<a1> N, 105.11779<a1> W, elavation of 628.94 m, BOREAS 1994, 1996, BERMS climate measurements began Dec. 1996 and flux measurements in Apr. 1999",NA,NA,NA,Direct power,walk-up,http://berms.ccrp.ec.gc.ca/Sites/e-sites-obs.htm,NA,natural regeneration,1894,NA,NA,NA,NA,private,NA,Nature induced burn,"Bergeron, et al  2006 Global Change Biology. 12, 1-19 / Luyssaert: 520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-Qfo,Canada,ENF,49.6925,-74.3421,962,http://sites.fluxdata.org/CA-Qfo/,-5,NA,NA,2003,Eddy Covariance,CO2,NA,382,-0.36,NA,NA,NA,NA,Fire,Continuous operation,NA,NA,"Bergeron, O., H.A. Margolis, T.A. Black, C. Coursolle, A.L. Dunn, A.G. Barr and S.C. Wofsy. 2006. Comparison of carbon fluxes over three boreal black spruce forests in Canada. Global Change Biology. 12, 1-19",Reference,NA,NA,"49.69247<a1> N / 74.34204<a1> W, elevation of 387 mm, 90 - 100 yr old Black Spruce, Jack Pine, feather moss",Canadian Foundation for Climate and Atmospheric Sciences (CFCAS) and the Natural Sciences and Engineering Council of Canada (NSERC).,NA,NA,NA,NA,http://www.fao.org/gtos/tems/tsite_report.jsp?TSITE_ID=3522,NA,natural regeneration,1905,NA,NA,naturally regenerated  forest stand after wild fire,NA,private,NA,Nature induced burn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-SF1,Canada,ENF,54.4850,-105.8176,470,http://sites.fluxdata.org/CA-SF1/,-6,NA,2006,2004,Eddy Covariance,CO2,NA,536,0.4,Flat,NA,"The data collection was funded by the Canadian Forest Service (Natural Resources Canada) and by Parks Canada as part of the BERMS (Boreal Ecosystem Research and Monitoring Sites) initiative in collaboration with the Fluxnet Canada Research Network and the Canadian Carbon Program (supported by the Canadian National Science and Engineering Research Council (NSERC), the Canadian Foundation for Climate and Atmospheric Sciences and the BIOCAP Canada Foundation).",NA,NA,Continuous operation,When heavily using this site in a paper.,NA,"Amiro, B.D.  2009.  Measuring boreal forest evapotranspiration using the energy balance residual.  Journal of Hydrology 366: 112-118.",Reference,NA,NA,"Regenerated jack pine (Pinus banksiana) following fire in 1977; canopy height 6 m and LAI = 2.8.  Some black spruce understory developing.  Trees tend to be clumpy, with some clear spaces that can be easily walked thorugh, and other areas are thick.  Fire killed coarse woody debris on the ground, that is soft and decomposing.  Very few perched trunks. Understory are short shrubs such as Vaccinium and Arctostaphylus uva-ursi.","Canadian Forest Service, NSERC, BIOCAP Canada, Canadian Foundation for Climate and Atmospheric Science, Parks Canada",NA,NA,NA,NA,NA,When heavily using this site in a paper.,NA,NA,NA,Decommisioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-SF2,Canada,ENF,54.2539,-105.8775,470,http://sites.fluxdata.org/CA-SF2/,-6,NA,2005,2001,Eddy Covariance,CO2,NA,520,0.4,Flat,NA,"The data collection was funded by the Canadian Forest Service (Natural Resources Canada) and by Parks Canada as part of the BERMS (Boreal Ecosystem Research and Monitoring Sites) initiative in collaboration with the Fluxnet Canada Research Network and the Canadian Carbon Program (supported by the Canadian National Science and Engineering Research Council (NSERC), the Canadian Foundation for Climate and Atmospheric Sciences and the BIOCAP Canada Foundation).",NA,NA,Continuous operation,When heavily using this site in a paper.,NA,"Amiro, B.D.  2009.  Measuring boreal forest evapotranspiration using the energy balance residual.  Journal of Hydrology 366: 112-118.",Reference,NA,NA,"Amiro_et_al_2006, AFM/136:...The 1989 burn site (F89) was northeast of Prince Albert National Park, Saskatchewan, with the humancaused fire covering 13,500 ha. Parts of the area had been logged prior to the fire, and slash residues would have been burned in some locations. Parts of the area were aerially seeded with jack pine seeds in the winter of 1990.                          The present tree canopy was composed of balsam poplar (Populus balsamifera L.), jack pine, trembling aspen, and birch (Betula papyrifera Marsh.) and prior to the fire, the stand consisted of these same species aswell asblack spruce.Deadsnags of black spruce and jack pinewere still standing, althoughmost had fallen over and formed a leaningmix of dry, dead tree boles. The understory vegetation consisted mostly of black spruce saplings, saplings of the tree overstory species, bearberry, blueberry (Vaccinium myrtilloides Michx.), raspberry (Rubus idaeus L.), rose (Rosa acicularis Lindl.), bunchberry (Cornus canadensis L.), and reed grass (Calamagrostis canadensis (Michx.) Nutt.).","Canadian Forest Service, Canadian Foundation for Climate and Atmospheric Science, NSERC, Parks Canada, BIOCAP Canada",NA,NA,NA,NA,NA,When heavily using this site in a paper.,NA,NA,NA,Decommissioned,NA,NA,NA,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-SF3,Canada,OSH,54.0916,-106.0053,470,http://sites.fluxdata.org/CA-SF3/,-6,NA,2006,2001,Eddy Covariance,CO2,NA,540,0.4,Flat,NA,"The data collection was funded by the Canadian Forest Service (Natural Resources Canada) and by Parks Canada as part of the BERMS (Boreal Ecosystem Research and Monitoring Sites) initiative in collaboration with the Fluxnet Canada Research Network and the Canadian Carbon Program (supported by the Canadian National Science and Engineering Research Council (NSERC), the Canadian Foundation for Climate and Atmospheric Sciences and the BIOCAP Canada Foundation).",NA,NA,Continuous operation,When heavily using this site in a paper.,NA,"Amiro, B.D.  2009.  Measuring boreal forest evapotranspiration using the energy balance residual.  Journal of Hydrology 366: 112-118.",Reference,NA,NA,"The 1998 burn site (F98) was in the east part of Prince Albert National Park, Saskatchewan, in the Waskesiu Fire, ignited by lightning that burned about 1700 ha in July 1998. The pre-fire forest consisted of jack pine and black spruce stands, with some intermixed aspen. The fire was severe, consuming much of the top layer of organic soil and killing all trees. In 2001, much of the regenerating vegetation consisted of aspen saplings about 1 m tall and shorter jack pine and black spruce seedlings. An overstory of dead, leafless jack pine trees dominated at a height of 18 m. Sparse grass and herbs, such as fireweed (Epilobium angustifolium L.) covered the ground. There were a large number of fallen dead trees, mostly perched above the ground and not decomposing quickly.","Canadian Forest Service, NSERC, Canadian Foundation for Climate and Atmospheric Science, BIOCAP Canada, Parks Canada",NA,NA,NA,NA,NA,When heavily using this site in a paper.,NA,NA,NA,Decommissioned,Brian Amiro - site dominated by small shrubs so this should be the primary classification. ENF is the minor classification. (Deb),NA,NA,Saskatchewan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-TP1,Canada,ENF,42.6609,-80.5595,1036,http://sites.fluxdata.org/CA-TP1/,-5,NA,NA,2003,Eddy Covariance,CO2,NA,265,8,Undulated/Variable,NA,NA,NA,Forestry,Continuous operation,NA,doi.org/10.3334/ORNLDAAC/1178,"Arain, M.A. and Restrepo-Coupe, N., 2005. Net ecosystem production in  a temperate pine plantation in southeastern Canada. Agricultural and  Forest Meteorology 128: 223-241.",Reference,NA,NA,"Plantation established in 2002 on a former sandy agricultural field, which was abandoned three years prior to planting","Natural Sciences and Engineering Research Council (NSREC) of Canada, Ministry of Environment (MOE), Canadian Foundation for Climate and Atmospheric Sciences (CFCAS), Canadian Foundation of Innovation (CFI), Ontario Innovation Trust (OIT)",NA,NA,Direct power,walk-up,http://www.fluxnet-canada.ca/visionneuse.php?page=components_fsmp_tp,NA,NA,2004,NA,NA,Plantation,Bruce Whitside,private,Ontario,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-TP2,Canada,ENF,42.7744,-80.4588,1036,http://sites.fluxdata.org/CA-TP2/,-5,NA,20080612,2003,Eddy Covariance,CO2,NA,212,8,Flat,SW,NA,NA,Forestry,Continuous operation,NA,doi.org/10.3334/ORNLDAAC/1178,"Arain, M.A. and Restrepo-Coupe, N., 2005. Net ecosystem production in  a temperate pine plantation in southeastern Canada. Agricultural and  Forest Meteorology 128: 223-241.",Primary_Citation,NA,NA,Plantation established in 1989 over sandy agriculture land,"Natural Sciences and Engineering Research Council (NSREC) of Canada, Ministry of Environment (MOE), Canadian Foundation for Climate and Atmospheric Sciences (CFCAS), Canadian Foundation of Innovation (CFI), Ontario Innovation Trust (OIT)",NA,NA,Direct power,triangle,http://www.fluxnet-canada.ca/visionneuse.php?page=components_fsmp_tp,NA,NA,NA,NA,NA,Plantation,Frank Bahula,private,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-TP3,Canada,ENF,42.7068,-80.3483,1036,http://sites.fluxdata.org/CA-TP3/,-5,NA,NA,2003,Eddy Covariance,CO2,NA,184,8,Flat,SW,NA,NA,Forestry,Continuous operation,NA,doi.org/10.3334/ORNLDAAC/1178,"Arain, M.A. and Restrepo-Coupe, N., 2005. Net ecosystem production in  a temperate pine plantation in southeastern Canada. Agricultural and  Forest Meteorology 128: 223-241.",Reference,NA,NA,White pine plantation established in 1974 over sandy abandoned land,"Ontario Innovation Trust (OIT), Natural Sciences and Engineering Research Council (NSREC) of Canada, Ministry of Environment (MOE), Canadian Foundation for Climate and Atmospheric Sciences (CFCAS), Canadian Foundation of Innovation (CFI)",NA,NA,Direct power,walk-up,http://www.fluxnet-canada.ca/visionneuse.php?page=components_fsmp_tp,NA,NA,NA,NA,NA,Plantation,Ontario Ministry of Natural Resources,public,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-TP4,Canada,ENF,42.7102,-80.3574,1036,http://sites.fluxdata.org/CA-TP4/,-5,NA,NA,20030101,Eddy Covariance,CO2,NA,184,8,Flat,SW,NA,NA,Forestry,Continuous operation,Primary Reference for CA-TP4 site,doi.org/10.3334/ORNLDAAC/1178,"Arain, M.A. and Restrepo-Coupe, N., 2005. Net ecosystem production in  a temperate pine plantation in southeastern Canada. Agricultural and  Forest Meteorology 128: 223-241.",Primary_Citation,NA,NA,White pine plantation established in 1939 over sandy abandoned land,"Natural Sciences and Engineering Research Council (NSREC) of Canada, Ministry of Environment (MOE), Canadian Foundation for Climate and Atmospheric Sciences (CFCAS), Canadian Foundation of Innovation (CFI), Ontario Innovation Trust (OIT)",NA,NA,Direct power,walk-up,http://www.fluxnet-canada.ca/visionneuse.php?page=components_fsmp_tp,NA,NA,1983,Thinning/pruning,NA,Plantation,Ontario Ministry of Natural Resources,public,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CA-TPD,Canada,DBF,42.6353,-80.5577,1036,http://sites.fluxdata.org/CA-TPD/,-5,NA,NA,20120105,Eddy Covariance,CO2,NA,260,8,Undulated/Variable,SW,NA,NA,Forestry,Continuous operation,NA,NA,NA,NA,NA,NA,"The forest is approximately 90 years old. Naturally regenerated on sandy terrain and abandoned agricultural land. Predominantly hardwood species with a few scattered conifers. Site has been managed (thinned) in the past. It has a high biodiversity with 573 tree and plant species, 102 bird species, 23 mamal species and 22 reptile and amphibian species (SWALSREP Report, 1999).  The dominant tree species is white oak (Quercus alba), with other scattered broadleaf Carolinian species including sugar and red maple (Acer saccharum, A. rubrum), American beech (Fagus grandifolia), black and red oak (Q. velutina, Q. rubra) and white ash (Fraxinus americana) . There are also scattered conifers, mostly white and red pine (Pinus strobes, P. resinosa), comprising about 5% of the trees. Average tree height is 25.7 m with a stand density of 504 <b1> 18 trees per hectare. Average tree diameter at breast height is 22.3 cm and basal area is 0.06 m2 or approximately 29 square meters per hectare.","Natural Sciences and Engineering Research Council (NSREC) of Canada, Ministry of Environment (MOE), Canadian Foundation for Climate and Atmospheric Sciences (CFCAS), Canadian Foundation of Innovation (CFI), Ontario Innovation Trust (OIT)",NA,NA,Direct power,walk-up,NA,NA,NA,NA,NA,NA,NA,"Long Point Region Conservation Authority (LPRCA), Ontario Ministry of Natural Resources (OMNR) and Private Land Owners.",public,Ontario,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CG-Tch,Republic of Congo,SAV,-4.2892,11.6564,1150,http://sites.fluxdata.org/CG-Tch/,1,NA,NA,NA,NA,NA,2006,82,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH-Cha,Switzerland,GRA,47.2102,8.4104,1136,http://sites.fluxdata.org/CH-Cha/,1,NA,NA,NA,NA,NA,2006,393,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,intensively managed grassland in the lowlands of switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CH-Dav,Switzerland,ENF,46.8153,9.8559,1062,http://sites.fluxdata.org/CH-Dav/,1,NA,NA,NA,NA,NA,1997,1639,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
